"Sample_ID","Date_collected","Site","Lab_sample","Date_read1","pmarinus","haplo","Nematopsis1","General ciliates1","Notes","Date_read","Reader_1","Duplicate_read","Date_read2","P. marinus2","Haplosporidium2","Nematopsis2","General_ciliates2","Notes2","Reader_2","General_ciliates1","Notes1","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32"
"0724ASHC_14",2023-07-12,"ASHC",14,NA,0.5,0,TRUE,TRUE,"Spheno","1/28/2026","LMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_15",2023-07-12,"ASHC",15,NA,0,0,TRUE,FALSE,NA,"1/28/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_16",2023-07-12,"ASHC",16,NA,0.5,0,TRUE,FALSE,"Prokaryotic inclusion","1/28/2026","SND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_17",2023-07-12,"ASHC",17,NA,0,0,TRUE,FALSE,NA,"1/28/2026","KJL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_18",2023-07-12,"ASHC",18,NA,1,0,TRUE,TRUE,"Spheno","2/2/2026","KJL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_19",2023-07-12,"ASHC",19,NA,0.5,0,TRUE,FALSE,NA,"2/2/2026","SND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_20",2023-07-12,"ASHC",20,NA,0,0,TRUE,TRUE,"Spheno","2/2/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_21",2023-07-12,"ASHC",21,NA,1,0,FALSE,FALSE,NA,"2/2/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_22",2023-07-12,"ASHC",22,NA,0,0,TRUE,FALSE,NA,"2/2/2026","KJL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_23",2023-07-12,"ASHC",23,NA,3,0,TRUE,FALSE,NA,"2/2/2026","SND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_24",2023-07-12,"ASHC",24,NA,0,0,TRUE,FALSE,NA,"2/2/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_25",2023-07-12,"ASHC",25,NA,1,0,TRUE,FALSE,NA,"2/2/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_26",2023-07-12,"ASHC",26,NA,3,0,TRUE,TRUE,"Spheno","2/2/2026","SND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_27",2023-07-12,"ASHC",27,NA,0,0,TRUE,TRUE,"Spheno","2/2/2026","KJL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_28",2023-07-12,"ASHC",28,NA,0,0,TRUE,FALSE,NA,"2/2/2026","KJL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_29",2023-07-12,"ASHC",29,NA,3,0,TRUE,TRUE,"Spheno","2/2/2026","SND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724ASHC_30",2023-07-12,"ASHC",30,NA,0,0,TRUE,FALSE,NA,"2/2/2026","MLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_01",2024-07-22,"GOLD",1,"07-22-2026",3,1,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"little to no gill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_02",2024-07-22,"GOLD",2,"07-22-2026",0.5,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_03",2024-07-22,"GOLD",3,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_04",2024-07-22,"GOLD",4,"07-22-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_05",2024-07-22,"GOLD",5,"07-22-2026",0,2,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_06",2024-07-22,"GOLD",6,"07-22-2026",2,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_07",2024-07-22,"GOLD",7,"07-22-2026",0,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_08",2024-07-22,"GOLD",8,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"little gill tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_09",2024-07-22,"GOLD",9,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_10",2024-07-22,"GOLD",10,"07-22-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_11",2024-07-22,"GOLD",11,"07-22-2026",3,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_12",2024-07-22,"GOLD",12,"07-22-2026",3,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"little gill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_13",2024-07-22,"GOLD",13,"07-22-2026",1,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_14",2024-07-22,"GOLD",14,"07-22-2026",0.5,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_15",2024-07-22,"GOLD",15,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_16",2024-07-22,"GOLD",16,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_17",2024-07-22,"GOLD",17,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_18",2024-07-22,"GOLD",18,"07-28-2026",0.5,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_19",2024-07-22,"GOLD",19,"07-28-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_20",2024-07-22,"GOLD",20,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_21",2024-07-22,"GOLD",21,"07-28-2026",0.5,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_22",2024-07-22,"GOLD",22,"07-28-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_23",2024-07-22,"GOLD",23,"07-28-2026",1,1,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno,  prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_24",2024-07-22,"GOLD",24,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_25",2024-07-22,"GOLD",25,"07-28-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"poorly cut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_26",2024-07-22,"GOLD",26,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_27",2024-07-22,"GOLD",27,"07-28-2026",0.5,4,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_28",2024-07-22,"GOLD",28,"07-28-2026",1,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_01",2025-07-29,"GOLD",1,"02-02-2026",0.5,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_02",2025-07-29,"GOLD",2,"02-02-2026",4,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_03",2025-07-29,"GOLD",3,"02-02-2026",0.5,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_04",2025-07-29,"GOLD",4,"02-02-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"systemic hemocytosis with little apparent reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_05",2025-07-29,"GOLD",5,"02-02-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_06",2025-07-29,"GOLD",6,"02-02-2026",0.5,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_07",2025-07-29,"GOLD",7,"02-02-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_08",2025-07-29,"GOLD",8,"02-02-2026",0,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_09",2025-07-29,"GOLD",9,"02-02-2026",0,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_10",2025-07-29,"GOLD",10,"02-02-2026",0.5,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_11",2025-07-29,"GOLD",11,"02-02-2026",0,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_12",2025-07-29,"GOLD",12,"02-02-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_13",2025-07-29,"GOLD",13,"02-02-2026",0,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_14",2025-07-29,"GOLD",14,"02-02-2026",0,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_15",2025-07-29,"GOLD",15,"02-02-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_16",2025-07-29,"GOLD",16,"02-04-2026",0.5,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"repro score 6 male - 100+ haplo cells only in gills; 1 perkinsus cell spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_17",2025-07-29,"GOLD",17,"02-04-2026",1,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_18",2025-07-29,"GOLD",18,"02-04-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_19",2025-07-29,"GOLD",19,"02-04-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"no gills present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
