"","Year","Month","Site","mean_Actual.Conductivity","mean_Salinity","mean_Resistivity","mean_Total.Dissolved.Solids","mean_RDO.Concentration","mean_RDO.Saturation","mean_Oxygen.Partial.Pressure","mean_Chlorophyll.a.Fluorescence","mean_pH","mean_pH.mV","mean_Temperature","sd_Actual.Conductivity","sd_Salinity","sd_Resistivity","sd_Total.Dissolved.Solids","sd_RDO.Concentration","sd_RDO.Saturation","sd_Oxygen.Partial.Pressure","sd_Chlorophyll.a.Fluorescence","sd_pH","sd_pH.mV","sd_Temperature","se_Actual.Conductivity","se_Salinity","se_Resistivity","se_Total.Dissolved.Solids","se_RDO.Concentration","se_RDO.Saturation","se_Oxygen.Partial.Pressure","se_Chlorophyll.a.Fluorescence","se_pH","se_pH.mV","se_Temperature"
"11",2023,2023-08-01,"GOLD",39774.1183962278,26.2348929626802,42.1839357784711,26.2902777974321,6.07611488330733,84.2198886021841,115.976500558502,4.21789737569111,7.73755034664587,-45.6366984287051,24.1330631575663,1121.12604714687,0.716454153422048,800.674061440901,0.707851623032337,0.978493882147768,14.1503169430011,19.3903551121882,5.03900060916186,0.110315463569429,5.60947118283038,0.657299789530902,19.8034303713934,0.0126553566190853,14.1430065479947,0.01250340259748,0.0172839936359173,0.249949429885255,0.342508809172734,0.0890082769541369,0.00194859856056754,0.099084997866405,0.0116104613287978
"12",2023,2023-08-01,"LAUR",40665.5327355215,27.0492973284122,49.240267193629,27.0297579277773,4.4450675489569,61.6854038635228,86.5343404687695,1.76616031053529,7.67181104222361,-42.0364836292942,23.8480851411618,818.104532228376,0.542370452296294,1395.12357094185,0.533713247962959,1.80367560666536,25.3204597620414,35.5627184367769,0.755705648838346,0.17912514479615,9.1936206202943,0.648011981082476,14.4576642470962,0.00958485082033086,24.6548300092496,0.00943185942541835,0.0318748219873765,0.44746690844577,0.628469618023596,0.0133549419543967,0.00316552604178986,0.162471022842703,0.0114517635357272
"13",2023,2023-09-01,"ASHC",35601.4512808628,24.2831531168991,33.4800467304573,24.5093093703536,5.63727190626014,73.3294959228025,103.120482915991,0.452897101815764,7.65276135484917,-41.9952023600389,21.9176607492702,6832.44643362035,4.48860098283051,43.0292350888236,4.29929780799654,1.65756314067747,21.7228853992333,30.0295402444431,0.693794158832792,0.181617255524717,10.6618304792947,2.7923112364637,123.052225631983,0.0808396152501609,0.774955676032425,0.0774302688017354,0.0298526795003097,0.391228737977502,0.540831428052037,0.0124952191289421,0.00327092319312149,0.192019356834232,0.0502894703445173
"14",2023,2023-09-01,"FENC",36383.4015191523,25.1421588689805,34.5357409466798,25.3176773078277,6.19220439328561,82.1713721014564,113.242047979264,0.371152740453221,7.63189102436435,-43.1478620740805,21.5350448615157,6238.66780351997,4.39020877210598,378.167266543459,4.06397406652135,1.61771608997785,23.2132651619227,31.8982413438296,1.21399241905208,0.356064374968754,20.8406095718997,2.6840422034494,98.0191064990574,0.0689769602643941,5.9415918175458,0.0638513091867158,0.0254168182539406,0.364716247403583,0.501170636726219,0.0190736958529792,0.00559432125411305,0.327438163638194,0.042170448383136
"15",2023,2023-09-01,"GOLD",35684.0619677108,24.0741581926039,177.467452554373,24.3624012414794,6.14652341184637,81.0961606062008,112.32328370199,1.23037151602962,7.7163777834336,-48.3281068320222,22.4654207681629,3297.82882597536,1.83755342481132,4571.14791714288,1.72429829442041,1.09777416543283,13.5752222059806,18.9873834337519,1.24555244225158,0.0963353170668075,5.48392123734281,2.7027143270763,70.9415586966943,0.039528705406961,98.3326835283375,0.0370924068892681,0.0236148734523039,0.292024684653367,0.408448906065878,0.0267938199204951,0.00207232634284417,0.117967893688946,0.0581396965071323
"16",2023,2023-09-01,"LAUR",38765.507775,26.3663769958333,25.9078925018519,26.4508708097222,2.69786961489352,35.7310999143519,50.632588112037,1.75136773404907,7.6310431862037,-46.4916041560185,22.4807726087963,2501.56469753629,0.621782873926338,1.73600184503053,0.511659101423924,1.3361865523717,17.0156406042969,24.1620677615578,1.33195026244907,0.135340392044844,7.97136639586788,2.39574218432215,53.825102294547,0.0133786373092983,0.0373528124154922,0.0110091509930573,0.028750157026455,0.366118292697181,0.519884922502493,0.0286590065802325,0.00291206158032701,0.17151649609841,0.0515481643427015
"17",2023,2023-10-01,"ASHC",31209.7966353149,23.1861311364408,57.5399367274253,23.6553641960779,7.49986746955354,90.0730007791205,126.966575683115,2.29153403130077,7.85959524991608,-54.5241001527358,17.5238081602887,4439.50010776595,3.41345227796998,1340.22659836205,3.21636782835009,1.00670185220298,13.8675134843611,19.4166048347312,1.9350347638171,0.174629951591552,10.1091120366431,1.65784964638122,81.3389982154903,0.0625401018147916,24.5551720343084,0.0589291881292866,0.0184444460349557,0.254075825470663,0.355744373840736,0.0354530432211736,0.00319951007457555,0.185215683286127,0.0303745525746618
"18",2023,2023-10-01,"FENC",31413.6569924107,23.9654101421106,37.1361071533246,24.3745042500626,7.22538305543677,84.4744725473273,119.981975116558,2.12344802490743,7.72057770667536,-47.5355885827379,16.3901985110821,6815.12606657202,5.30007006591766,179.797170072128,4.97853764474754,1.05093144122802,15.4367614851177,21.7924794155939,3.52996872785695,0.328212831523963,18.9368952606828,1.83171417859373,110.050294657384,0.0855852506265385,2.90335517666429,0.0803931621242826,0.0169703852345651,0.249272006621511,0.351903803036679,0.0570017479995657,0.00529996341472151,0.305791981392124,0.0295784235116495
"19",2023,2023-10-01,"GOLD",35164.1921981982,25.7976437837838,28.4676454234234,26.0443776936937,8.04121664954955,98.6874703873874,139.506908018018,0.359640681765766,7.94621038828829,-61.0175282612613,18.5880224144144,1100.60454675543,0.476544916211194,0.958008711750126,0.428728594084064,0.689683676363592,9.59781184725063,13.4504781952281,0.50989813052501,0.100060149978799,5.7858762024479,1.0678081707618,33.0346578629925,0.0143035010256808,0.0287546422697672,0.0128682935786527,0.020700863311466,0.288078430660669,0.403716254473858,0.0153045981288466,0.00300330652822921,0.173663139361871,0.0320502742682767
"20",2023,2023-10-01,"LAUR",34604.0526327861,25.3562960943855,68.4232078571429,25.6381049029822,5.95049657692308,73.3922888791209,104.591087021978,2.06628727552578,7.88964384539307,-60.8328188748943,18.5645744370245,1764.42870984192,1.10300595647962,1038.29366037547,1.09800831243666,1.68966802370608,20.4649787113227,29.1895839019244,1.64539920979424,0.186693166490784,10.7275894675557,1.04781589150776,51.299335959827,0.0320690050051429,30.1875473978952,0.0319237025515286,0.0491257295492779,0.595002684136166,0.848663515142269,0.0478386496322829,0.00542795263747025,0.311895976904926,0.0304643985572633
"21",2023,2023-11-01,"ASHC",26928.001933566,21.4642551110943,46.4249340471698,22.2161179945849,7.66675259886792,84.4417631018868,119.552141258491,0.95496775280566,7.88718173301887,-55.4116807301887,13.8439848103774,2687.79257937202,2.0039929231781,207.312949600936,1.91545737703456,0.595986089445163,7.48135635592906,10.544854936975,0.708567099046891,0.118177900677906,6.82045628655502,0.897862645763883,116.750249078376,0.087047890052219,9.00509908719858,0.0832021516779568,0.0258879814327887,0.324969353923465,0.458039228858506,0.030778187996112,0.00513331997624933,0.296261689385838,0.0390006611133641
"22",2023,2023-11-01,"FENC",28390.1715038635,23.5805857901393,16741.6444492163,24.2228029539569,8.17062201704858,87.6034966590284,124.970978039413,2.14989666599725,7.7978102431714,-51.2702918065995,12.346616592209,6203.50742214202,5.12694805428104,551007.886959102,4.83894845691863,0.929736199885867,13.2855549302033,18.8562553687589,1.09592153986345,0.321650622898288,18.3492572193822,1.33371814999697,187.812689067261,0.155219593571503,16681.8971760536,0.146500336036989,0.0281479885395942,0.402223391929256,0.570877696366606,0.0331792899406924,0.00973805047948631,0.555528204650567,0.0403786398827668
"23",2024,2024-03-01,"ASHC",21575.9779033884,20.4355612241098,127.638860942149,21.678768047281,11.5830082461629,108.593218859504,153.924673177096,1.13902894936246,8.02795593695395,-75.9148879693034,6.67641067485242,5138.32433698743,5.35835727934452,1999.86354924741,5.44003629257159,0.892172786998937,10.4944654085279,14.8022893849547,0.896240442577688,0.229126492038938,12.7226537018801,1.41977150220621,176.554913652722,0.184115335025692,68.7161247710599,0.186921859133899,0.0306554197519297,0.360594098877073,0.508612682428589,0.0307951860516757,0.00787287943781366,0.437155554700908,0.0487839261477173
"24",2024,2024-03-01,"FENC",17661.321748653,16.5394064041706,237.985103365053,17.6047420359803,10.709792009434,99.3688423560295,140.067309936833,1.08897882827974,7.73104512132896,-54.1333725414274,7.26280657973749,9219.89886079056,9.22964855072832,3677.47177695301,9.43992550480121,0.903458981144765,12.1949926519144,17.1634978315557,2.32841843392629,0.472693693306341,26.1884358001843,1.84002330246848,264.073185413583,0.264352432693573,105.32888712461,0.270375113193599,0.0258765627089484,0.349284802828104,0.491591026501716,0.066689763315896,0.0135387308690731,0.750080208814874,0.052701317232932
"25",2024,2024-04-01,"ASHC",23416.29288375,20.5830152679167,45.1779068555556,21.6247776188194,10.431980665625,104.730654188889,148.109569764583,1.33721469601319,7.99574975868056,-72.1236964930556,9.59548534972222,4058.79910236503,3.88336935687396,16.6042510949981,3.85269251440887,0.906641596873583,11.4923859340138,16.0895519624536,1.35043489631724,0.171505135499353,9.44683829959042,2.21941738806823,106.95874773767,0.102335768028541,0.437560435846158,0.101527362248443,0.0238921038964393,0.302850960843044,0.423996922774877,0.0355870842011317,0.00451955715494796,0.248946047616815,0.058486783540645
"26",2024,2024-04-01,"FENC",20200.6266617731,17.7199541357447,66.5304324,18.7242423687234,9.80554240687943,97.0749082255319,136.554298709929,0.350919274839716,7.71776088836879,-54.6575878049645,9.81551676957447,7735.88428490043,7.46983697395041,57.7669076385494,7.49372343551755,1.20673091836688,13.7917882853624,19.3487208542041,1.0986958204182,0.39951110731107,22.2339480249143,2.63092967734039,206.015742821593,0.198930588445895,1.53840103462914,0.199566713152768,0.0321366707899684,0.367291624823425,0.515279307784763,0.029259568427134,0.0106394530356172,0.592116317865577,0.0700647672363201
"27",2024,2024-04-01,"GOLD",28057.1495273632,23.5933333333333,284.22947761194,24.3399004975124,11.0569154228856,117.96763681592,169.539676616915,3.47407960199005,8.31400497512438,-80.1405472636816,11.8825373134328,1491.19012411041,1.19642873962924,4985.72306359572,1.23630573095766,0.722005683698344,9.04244453284695,12.8973881500159,0.97842041442492,0.133426471948347,7.72253383785484,0.881909077398997,74.3738035355816,0.0596724418883826,248.665265159194,0.0616613254456819,0.0360103705105937,0.450996142137513,0.64326325455224,0.0487991749013579,0.00665470757261894,0.385164980083365,0.0439856269151784
"28",2024,2024-05-01,"ASHC",27984.2218004586,21.4922696453484,50.5008722084734,22.1633627528379,9.03524081183591,103.192080044385,145.643539026227,1.08724272364223,7.97534479804976,-72.4761888022865,15.690479235037,3511.02723197646,2.86631765110553,534.016752145232,2.77473189130282,2.01360790982175,22.5497229737851,31.8665925484169,0.917286907990894,0.257011277586755,14.5901532547958,2.26752777733622,91.0497407739871,0.0743308045953693,13.8483935439086,0.0719557561728792,0.0522179026525278,0.58477086494501,0.826380657050706,0.0237875498165613,0.00666494693836149,0.378359261814694,0.0588026815753454
"29",2024,2024-05-01,"FENC",25124.425031035,19.6413546919389,432.137706519561,20.3277473805134,8.66196373692519,97.4005053939602,136.904070490048,1.34539455386479,7.68371588476321,-55.1951201201853,15.2791475820178,8153.63536807965,7.18759644339257,14667.2367710148,7.00535943995178,1.75425829808099,21.8892483107421,30.7018118109028,5.42688838405662,0.43125615301651,24.4831582577694,2.99743569018288,213.609965533338,0.188301556205381,384.254114844443,0.183527288254145,0.0459582796719924,0.573457282074848,0.804329929740602,0.142174304876309,0.0112981029716556,0.641412861318707,0.0785271974480215
"30",2024,2024-05-01,"GOLD",30707.3491593813,23.706523201076,47.1497982515131,24.2444384667115,8.98108944182919,103.929361129792,148.739031607263,1.63475453934096,8.08032952252858,-69.5350369872226,15.7586953597848,1669.35585641313,0.660549612579845,560.439434942066,0.671814454231977,0.951482598544291,12.212752560184,17.2868204141371,0.948993688669829,0.115887756452234,6.87959632592266,2.17185131518276,43.2905836222725,0.0171297079230845,14.5335999693372,0.0174218335161148,0.0246743298255906,0.316707299964644,0.448290603723865,0.024609786151074,0.00300526013804658,0.178405184784717,0.0563215509825928
"31",2024,2024-06-01,"ASHC",33158.5033422222,23.8989418784722,30.7319317590278,24.2831561575,6.77341836236111,84.3743675618056,118.522802272917,0.527629623760417,7.69824367222222,-62.0194805625,19.1923717645833,3105.50752298762,2.36866133567945,7.72341465000496,2.26013229001584,2.07417370877426,26.6135178104697,37.2740624245362,0.519658957347725,0.233689088835728,12.9101993420189,2.52597677095513,81.8373088619049,0.0624197068860309,0.203529846732732,0.0595597154145192,0.0546592765213786,0.701327773587847,0.982257790906938,0.0136942159310592,0.00615824820875272,0.340213624729891,0.0665653326074639
"32",2024,2024-06-01,"FENC",33169.7586322214,23.1845526536551,32.5101263520227,23.5156607053939,6.99027497799858,89.3410543697658,125.033470682754,0.359154229695529,7.62486701930447,-54.0826928548616,20.9130226763662,6950.48618519849,5.59041083382617,14.6481064731791,5.26292320123584,1.93147362313217,25.9082465766711,36.2026869567274,2.30267412828144,0.391930096490828,22.6970660372002,2.72535978603741,185.165336148221,0.148932070889731,0.390234796066095,0.14020759378738,0.0514556756404053,0.690212031008203,0.964462416181294,0.0613446912405983,0.0104412649891853,0.60466415591279,0.0726053037816445
"33",2024,2024-06-01,"GOLD",34819.3231791148,24.4670674502075,28.7522726085754,24.76997343361,7.61351484764869,97.004831697787,137.476051599585,1.62393123775242,7.8884675922545,-64.2680418858921,20.4815450843707,1162.34865227907,0.585394322335332,0.979296875503467,0.535995102231107,1.06024237377339,14.307395411197,20.2396469196756,1.09793283373534,0.124030307786516,7.31302691153292,1.1845695835425,30.5669614971689,0.0153944564536642,0.0257531419932558,0.0140953763059346,0.0278818130457275,0.376249934820615,0.532253818075132,0.0288729810883012,0.00326169745640332,0.192314940611226,0.0311513183070028
"34",2024,2024-07-01,"ASHC",37205.7787897108,24.6813768751177,28.3799325884331,24.8653025490921,5.43959867605245,73.9671078691997,103.190654760592,0.193797120581708,7.60076202320108,-45.2303165203631,23.6305587209146,4790.91491295385,3.43363381592496,14.5206467698805,3.26588452807736,1.9817881353551,27.5335045697582,38.3588781328294,0.33174488448482,0.240564884854027,18.1899818426828,1.83656744870243,124.240437932782,0.0890427354152917,0.376556784358522,0.084692575714324,0.0513927361057434,0.71401281962278,0.994741903043862,0.00860297677567024,0.00623845073196803,0.471711844435762,0.0476267995290275
"35",2024,2024-07-01,"FENC",35074.0864582666,23.4430451786261,64.1329580539986,23.6716018798387,5.84883344921394,78.3899815748462,111.725277492139,0.609030469115516,7.6605427089542,-39.6126813938175,23.3381690287081,8242.20050545179,6.25513451564624,1244.66770148988,5.88852079094836,2.04528220376636,28.4599784017129,39.8609067494831,12.1314567126978,0.424165253997264,24.8319114368191,2.21058833135536,215.486968856919,0.163536421575444,32.5410271262822,0.153951544305807,0.0534725723130723,0.74406761585841,1.04213746870789,0.317169041581678,0.0110895245532838,0.649214165914092,0.0577943934510157
"36",2024,2024-07-01,"GOLD",38530.2992410981,25.6503760438488,72.7187325557796,25.7722403996015,6.36481027325269,86.1236463682796,119.824595768145,0.829183001159946,7.73179478299731,-57.1209096229839,23.5254848044355,1801.0363016953,1.07871590730641,1669.72855087246,1.05680344244588,1.16948955477205,16.0842556599634,22.3210444423068,0.8167375745821,0.117661376974107,7.07078700948762,1.06553143629908,46.6896911328489,0.0279644072053511,43.2856962641744,0.0273963530160302,0.0303176043947601,0.416964904126911,0.578646121565079,0.0211729353028231,0.00305022910644039,0.183301614314152,0.027622615716472
"37",2024,2024-08-01,"ASHC",37533.1334748642,24.7564201881223,62.6016076733871,24.9155741639993,5.85880151599462,79.9647380060484,111.696190424059,0.0377449502956989,7.68332483353495,-44.6064882489247,23.8915380873656,5653.62589048341,3.87964899663543,1318.08360628325,3.67820457071137,1.8415112546537,25.9538750593916,36.2727287632479,0.163916895777964,0.232102947058245,13.9478539088458,1.45624162755318,146.563423712715,0.100575215050508,34.1697257332952,0.0953530115791088,0.0477389554094577,0.672822868191447,0.940326689088673,0.00424934757179776,0.00601698860759932,0.361581268715751,0.0377513055907066
"38",2024,2024-08-01,"FENC",37011.5673540995,24.7600405568548,29.3006698622312,24.8933159450269,5.29631268826613,71.620424328293,111.561177738575,0.577249430086693,7.71674184038979,-50.5203617453629,23.2718620456989,7669.44877577147,5.59560674229749,13.4103686964095,5.21129310394122,1.74130636477785,25.0423713605072,38.9945918332096,1.22323473045538,0.401730025881914,23.7916261386205,1.77051247237277,198.82119764211,0.14505934736176,0.347647613667542,0.135096480396721,0.0451412646500317,0.649193235558665,1.0108877021692,0.0317108831699707,0.0104143657790587,0.616769176120881,0.0458983977192075
"39",2024,2024-08-01,"GOLD",38933.6383880296,25.4813985084062,25.7271535870881,25.6050020255548,6.61181490087424,90.8158862118359,126.149514155346,2.04280710544519,7.66113972212508,-56.9893068372562,24.3823076691325,1556.86740162287,0.897776203217998,1.06358276226061,0.811325504705319,1.39577406178678,19.6869170651028,27.2526710055637,1.03416411605277,0.135666129066874,8.33321007850359,0.86832316619,40.3734759007941,0.0232815883145509,0.027581368185799,0.0210397049085716,0.0361959216229723,0.510531128637118,0.70673010105322,0.0268184689161065,0.00351816293842748,0.216101034635329,0.0225177972046494
"40",2024,2024-09-01,"ASHC",38234.2907909722,26.3719174180556,26.2384407083333,26.4650648222222,5.21444611534028,68.760581484375,96.9819378138889,0.0106695884131944,7.72070593048611,-49.2114060527778,21.8053042319444,2010.89778316618,1.24444048812855,1.61401500378318,1.13464248506994,1.516152005288,20.7565352338768,29.1952844375448,0.0378935811203733,0.177433008380238,10.4725497169861,1.4064715883723,52.991809471571,0.0327938862918163,0.0425330299136678,0.0299004548567884,0.0399541134645145,0.546982730604888,0.769363297992579,0.000998583542006124,0.00467577032147746,0.275975916791899,0.0370637806964271
"41",2024,2024-09-01,"FENC",38403.7622248089,26.9052202651147,26.577540904795,26.9390540792217,4.86184705973593,63.9994069580264,100.013141085059,0.166451895601112,7.69241033961084,-59.5123225684503,21.1523763356498,4774.26197100935,3.52143853197832,4.53474792805448,3.22462550933543,1.75922760549316,24.2443583853489,37.8131209924026,0.579798459046116,0.342174111663511,19.5093531156365,1.57779419508651,125.856557572362,0.0928302916824998,0.119542615622887,0.0850058644727411,0.0463758234797555,0.639116895021484,0.996809405949897,0.015284338937496,0.00902021213872477,0.514295201752102,0.0415929723079822
"42",2024,2024-09-01,"GOLD",36855.5360657222,25.1758530988333,31.8906373215278,25.3716884440903,6.68933716319444,87.6071524840278,122.6939738,1.41083843239861,7.62249845194444,-57.8753451152778,22.1005210347222,1765.92708596238,1.38746858602467,179.498614072898,1.30864853565247,0.985389667536705,13.1178869611917,18.2727941953003,0.792284975987077,0.100644822374103,6.32246447406655,1.0974685519923,46.5362647785422,0.0365630076147601,4.73020381094925,0.0344859169108823,0.0259672977684339,0.345686674049921,0.481530407272104,0.0208785423337581,0.00265222394504367,0.166611568029574,0.0289208357058548
"43",2024,2024-10-01,"ASHC",35188.8010256145,26.6775002975044,35.9632610638012,26.906542328677,7.79149668018805,93.9095282404298,133.357130838818,0.155612794833445,7.92188126863667,-64.3081836991269,17.158604899597,1827.40530997293,1.05016119737001,289.561922532453,1.01062268754972,1.73634023353398,20.6834716498291,29.4048229227997,1.09536888471064,0.159538097521953,9.4689270306908,1.86385645911567,47.3573654078529,0.0272150175385758,7.50402206819291,0.0261903736639943,0.0449974061381289,0.536013942543724,0.7620285091154,0.0283865786350388,0.00413444348639478,0.245388056478485,0.0483020000655657
"44",2024,2024-10-01,"FENC",35149.6572142377,27.0328871114842,28.9800015426461,27.2386843673606,6.67322580758899,80.1848589335124,126.109616051713,0.412532321122901,7.6767814003358,-66.4840215668234,16.5087690570853,4491.37213031183,3.24339867830501,4.20959693073894,2.95265420229464,1.04428040648545,14.2658543834306,22.3354443524603,0.414721908657948,0.265006962170714,15.3431171341764,2.16915791603203,116.394294137722,0.0840529550470186,0.109092065663163,0.0765182870039769,0.0270626163382033,0.369700840423491,0.578824956879379,0.0107475538479461,0.00686767816348824,0.397618197043241,0.0562139135178432
"45",2024,2024-10-01,"GOLD",34241.5835599133,25.8052633030946,305.136529904027,26.1059459108275,8.54873223248322,101.924643351007,144.37336830604,1.17801871350872,7.78369538013423,-72.6746295812081,17.2893474322148,1548.0332556949,0.775310602322281,10650.3549092305,0.777970444295652,1.0229770491075,10.2981977473414,14.733746002629,0.532085725935135,0.106975438475037,8.19004120048898,1.81554188235403,40.1039501706105,0.0200854972901221,275.912226696555,0.020154404188323,0.0265016403569893,0.266789106621022,0.381698140748679,0.0137844192693502,0.00277134721641125,0.212174385137623,0.0470341324482067
"46",2024,2024-11-01,"ASHC",31402.1510444544,26.4151717158961,7077.62770031068,26.9307290125839,8.61238371074896,93.3140274001387,133.96438797018,0.735257027176144,7.78173174729542,-64.6213519895978,12.2541348224688,3789.93067102969,2.75283976144096,263363.421124452,2.63668810487922,0.908169007423591,10.5107405479453,14.8669299933187,3.47937864525378,0.117252399568521,6.58860462200903,2.22830582114016,99.8041580605042,0.0724933721786127,6935.42093267859,0.0694346306614946,0.0239157523000097,0.276790184843955,0.391506219960616,0.091626070871873,0.00308772851940604,0.17350452928325,0.0586802782647715
